,route_id,path_type,direction,polyline,Unnamed: 0,path_id,th_name,en_name
422,4-21,main,go,"[(13.547868, 100.263312), (13.548588, 100.267239), (13.550945, 100.279641), (13.551404, 100.282195), (13.551696, 100.282881), (13.554158, 100.285521), (13.565192, 100.297236), (13.576268, 100.309017), (13.577478, 100.310368), (13.584486, 100.319831), (13.58651, 100.322149), (13.587052, 100.323479), (13.587615, 100.324058), (13.588512, 100.324423), (13.59187, 100.32835), (13.597668, 100.334272), (13.598377, 100.334766), (13.606761, 100.340667), (13.619628, 100.349808), (13.620275, 100.350366), (13.632203, 100.36442), (13.643214, 100.377595), (13.651346, 100.38796), (13.656996, 100.395212), (13.658915, 100.398431), (13.67155, 100.420876), (13.683476, 100.442419), (13.685811, 100.447032), (13.686936, 100.448878), (13.689772, 100.452654), (13.690668, 100.45362), (13.700216, 100.461066), (13.699112, 100.463426), (13.699153, 100.469348), (13.697986, 100.472159), (13.6944, 100.479991), (13.6939, 100.481086), (13.694046, 100.481837), (13.704574, 100.48557), (13.721032, 100.491192), (13.72136, 100.496128), (13.721245, 100.50146), (13.721156, 100.505582), (13.721885, 100.506237), (13.721542, 100.50883), (13.724935, 100.509109), (13.73011, 100.508626), (13.732277, 100.502243), (13.734112, 100.496793), (13.734278, 100.496203), (13.734143, 100.495913), (13.731141, 100.49484), (13.730907, 100.494797)]",406.0,120,สมุทรสาคร-เอกชัย-แยกบ้านแขก,
423,4-21,main,back,"[(13.730865, 100.494776), (13.730792, 100.494983), (13.728723, 100.501063), (13.732277, 100.502243), (13.73012, 100.508744), (13.724857, 100.50926), (13.721542, 100.50883), (13.72002, 100.508809), (13.718763, 100.508085), (13.719437, 100.505966), (13.720413, 100.505506), (13.720812, 100.501856), (13.720854, 100.496728), (13.72087, 100.493601), (13.720468, 100.491246), (13.719291, 100.490742), (13.693566, 100.48203), (13.693796, 100.481622), (13.693921, 100.480614), (13.697131, 100.473747), (13.699112, 100.469177), (13.698945, 100.464585), (13.698966, 100.463383), (13.70005, 100.461109), (13.695943, 100.457912), (13.691148, 100.454135), (13.690064, 100.453234), (13.687145, 100.44935), (13.686061, 100.447676), (13.680953, 100.438321), (13.672572, 100.423257), (13.667588, 100.414074), (13.656955, 100.395448), (13.656371, 100.394611), (13.649302, 100.385599), (13.630139, 100.362339), (13.62113, 100.351782), (13.619211, 100.349808), (13.601443, 100.337191), (13.597647, 100.334573), (13.596145, 100.333071), (13.589346, 100.325775), (13.58847, 100.324681), (13.58797, 100.324445), (13.587636, 100.32423), (13.58726, 100.324037), (13.586989, 100.323694), (13.586676, 100.323114), (13.586416, 100.322385), (13.585946, 100.321752), (13.5814, 100.315883), (13.577457, 100.310626), (13.57581, 100.308909), (13.5683, 100.300777), (13.558142, 100.290177), (13.551926, 100.283439), (13.551321, 100.282602), (13.55082, 100.28007), (13.54777, 100.263339)]",407.0,120,แยกบ้านแขก-เอกชัย-สมุทรสาคร,
424,4-22E,main,go,"[(13.630629, 100.531769), (13.632516, 100.529945), (13.633913, 100.528829), (13.638605, 100.526941), (13.648385, 100.523014), (13.65512, 100.520375), (13.66075, 100.518079), (13.665962, 100.516126), (13.666734, 100.515665), (13.66786, 100.514603), (13.67155, 100.508712), (13.672467, 100.509742), (13.676283, 100.512843), (13.687562, 100.521662), (13.691294, 100.524516), (13.691961, 100.525353), (13.692357, 100.525825), (13.692732, 100.526876), (13.693045, 100.527778), (13.694077, 100.530428), (13.696777, 100.537573), (13.69734, 100.538742), (13.69783, 100.539408), (13.698476, 100.540062), (13.699341, 100.540717), (13.703396, 100.54312), (13.704553, 100.543968), (13.705074, 100.544998), (13.70546, 100.546156), (13.705793, 100.546682), (13.709035, 100.549514), (13.714872, 100.555372), (13.715539, 100.555758), (13.716716, 100.555619), (13.71705, 100.555008), (13.717811, 100.55402), (13.71852, 100.553269), (13.720166, 100.552851), (13.73038, 100.55181), (13.740865, 100.550716), (13.748285, 100.54975), (13.75062, 100.549428), (13.751641, 100.548892), (13.752704, 100.547948), (13.753569, 100.546628), (13.754809, 100.545566), (13.755601, 100.545244), (13.756747, 100.544836), (13.758102, 100.544536), (13.759248, 100.544826), (13.760353, 100.545394), (13.761645, 100.546682), (13.762979, 100.54769), (13.766418, 100.549107), (13.767001, 100.549407), (13.773816, 100.553076), (13.785112, 100.559406), (13.787487, 100.560608), (13.789134, 100.561316), (13.791093, 100.561423), (13.810076, 100.559288), (13.810889, 100.559299), (13.81116, 100.558827), (13.80345, 100.554364), (13.798657, 100.551478), (13.797865, 100.551016), (13.797656, 100.54843), (13.804804, 100.548077), (13.808211, 100.547926), (13.809024, 100.548055), (13.810222, 100.548656), (13.810473, 100.548855), (13.810441, 100.548576)]",408.0,138E,อู่ราชประชา-หมอชิต2,
425,4-22E,main,back,"[(13.810337, 100.548409), (13.809722, 100.547948), (13.809253, 100.548313), (13.808326, 100.54812), (13.799428, 100.548463), (13.79774, 100.548506), (13.797907, 100.55077), (13.798501, 100.551199), (13.803033, 100.553849), (13.811545, 100.558918), (13.81241, 100.559481), (13.812066, 100.559878), (13.809066, 100.560018), (13.791468, 100.561799), (13.790092, 100.561917), (13.788863, 100.561734), (13.7878, 100.561466), (13.785612, 100.560329), (13.77367, 100.55372), (13.765313, 100.549203), (13.762395, 100.547605), (13.760395, 100.545952), (13.759748, 100.545223), (13.758602, 100.544815), (13.757581, 100.544772), (13.756184, 100.545287), (13.7546, 100.546017), (13.753704, 100.546811), (13.752891, 100.547969), (13.75235, 100.548656), (13.751745, 100.549171), (13.750786, 100.549557), (13.745867, 100.550308), (13.734758, 100.551553), (13.725961, 100.552454), (13.719489, 100.553151), (13.718822, 100.553377), (13.718207, 100.553935), (13.716581, 100.555866), (13.715914, 100.556059), (13.715424, 100.555994), (13.714924, 100.555694), (13.7141, 100.5549), (13.708368, 100.54945), (13.706616, 100.548055), (13.705512, 100.546982), (13.704615, 100.544343), (13.703635, 100.543442), (13.699336, 100.540915), (13.698043, 100.539816), (13.696902, 100.538324), (13.695651, 100.535095), (13.692294, 100.526233), (13.692034, 100.525621), (13.691023, 100.524559), (13.68923, 100.523186), (13.678263, 100.514603), (13.6723, 100.509968), (13.671769, 100.509453), (13.671122, 100.509646), (13.668026, 100.51457), (13.667484, 100.515322), (13.666734, 100.515836), (13.66592, 100.516244), (13.653056, 100.521298), (13.640774, 100.526254), (13.635039, 100.528614), (13.634372, 100.529151), (13.630624, 100.531887)]",409.0,138E,หมอชิต2-อู่ราชประชา,
426,4-23E,main,go,"[(13.619983, 100.386854), (13.626594, 100.393453), (13.63823, 100.404911), (13.639731, 100.406606), (13.648948, 100.418901), (13.656204, 100.428643), (13.659248, 100.433407), (13.669298, 100.45023), (13.67794, 100.464478), (13.679473, 100.467439), (13.680849, 100.472031), (13.683476, 100.482845), (13.684476, 100.486794), (13.684956, 100.48748), (13.68506, 100.488381), (13.680307, 100.495462), (13.675762, 100.502297), (13.671748, 100.508627), (13.672175, 100.509303), (13.673239, 100.510461), (13.683205, 100.518186), (13.691294, 100.524516), (13.691961, 100.525353), (13.693879, 100.529687), (13.696891, 100.537992), (13.697402, 100.538904), (13.698278, 100.53988), (13.699487, 100.540872), (13.703125, 100.54297), (13.70449, 100.543892), (13.705053, 100.54489), (13.705658, 100.546532), (13.707096, 100.54769), (13.714038, 100.554471), (13.714872, 100.555372), (13.715382, 100.555716), (13.715914, 100.555834), (13.716737, 100.555426), (13.717311, 100.554546), (13.71804, 100.553634), (13.718686, 100.553076), (13.72075, 100.552669), (13.729734, 100.551939), (13.739604, 100.550812), (13.748514, 100.549675), (13.749734, 100.549461), (13.749546, 100.547154), (13.7494, 100.54474), (13.749442, 100.544322), (13.749848, 100.54092), (13.751005, 100.541156), (13.755288, 100.54224), (13.755893, 100.542369), (13.759363, 100.542401), (13.762896, 100.542433), (13.763479, 100.541242), (13.764, 100.540159), (13.764448, 100.539193), (13.764563, 100.538861), (13.764417, 100.538496)]",410.0,140E,อู่แสมดำ-อนุสาวรีย์ชัยฯ,
427,4-23E,main,back,"[(13.764417, 100.538496), (13.764026, 100.537849), (13.762922, 100.537235), (13.7536, 100.532037), (13.753319, 100.532026), (13.753162, 100.532434), (13.751026, 100.53811), (13.750119, 100.540931), (13.749838, 100.542036), (13.749557, 100.544397), (13.749807, 100.549879), (13.742699, 100.55063), (13.737999, 100.551134), (13.726691, 100.55239), (13.720208, 100.553033), (13.719489, 100.553151), (13.718916, 100.553355), (13.718405, 100.553688), (13.717665, 100.554503), (13.716967, 100.555522), (13.716456, 100.555898), (13.715914, 100.556059), (13.715007, 100.555801), (13.7141, 100.5549), (13.707909, 100.548956), (13.706825, 100.548141), (13.70597, 100.54754), (13.705366, 100.546746), (13.704845, 100.545051), (13.704615, 100.544343), (13.703865, 100.543635), (13.700946, 100.541897), (13.69896, 100.540674), (13.697767, 100.539654), (13.697095, 100.538624), (13.696714, 100.537927), (13.692774, 100.527434), (13.692211, 100.526018), (13.691023, 100.524559), (13.675678, 100.512607), (13.672665, 100.510247), (13.671769, 100.509453), (13.671425, 100.508852), (13.67768, 100.498939), (13.684539, 100.488703), (13.684622, 100.488188), (13.68383, 100.48615), (13.679994, 100.471044), (13.679139, 100.468125), (13.676554, 100.463297), (13.658748, 100.433879), (13.643485, 100.412378), (13.638272, 100.405726), (13.636812, 100.404353), (13.62405, 100.391607), (13.619525, 100.38709)]",411.0,140E,อนุสาวรีย์ชัยฯ-อู่แสมดำ,
428,4-24E,main,go,"[(13.619983, 100.386854), (13.637875, 100.404546), (13.639731, 100.406606), (13.648572, 100.418494), (13.655036, 100.427248), (13.657538, 100.430832), (13.660332, 100.435338), (13.667588, 100.447247), (13.678388, 100.465207), (13.679473, 100.467439), (13.679994, 100.469134), (13.684393, 100.4863), (13.684956, 100.48748), (13.684872, 100.488381), (13.68481, 100.488768), (13.680286, 100.495184), (13.671727, 100.508798), (13.672269, 100.509464), (13.67277, 100.510054), (13.678722, 100.514774), (13.688187, 100.52222), (13.69121, 100.52442), (13.691763, 100.525042), (13.692294, 100.525739), (13.693066, 100.527649), (13.69537, 100.533936), (13.696683, 100.537552), (13.69711, 100.538474), (13.697673, 100.539268), (13.698476, 100.540062), (13.699258, 100.540663), (13.701728, 100.542197), (13.704063, 100.543581), (13.704584, 100.544032), (13.704959, 100.544697), (13.705376, 100.54592), (13.705658, 100.546446), (13.705991, 100.546843), (13.707242, 100.547798), (13.711828, 100.552325), (13.71434, 100.554696), (13.716644, 100.556746), (13.71558, 100.557818), (13.712683, 100.561724), (13.71212, 100.562518), (13.711693, 100.563462), (13.711578, 100.563741), (13.714455, 100.565071), (13.714767, 100.564835), (13.716581, 100.560361), (13.717352, 100.558494), (13.717654, 100.558054), (13.72075, 100.557475), (13.727733, 100.54076), (13.73061, 100.533571), (13.73309, 100.533882)]",412.0,141E,แสมดำ-จุฬาลงกรณ์ฯ,
429,4-24E,main,back,"[(13.733194, 100.533904), (13.736425, 100.534387), (13.736806, 100.534526), (13.745221, 100.535814), (13.746069, 100.531212), (13.745461, 100.530664), (13.733299, 100.528926), (13.732705, 100.529312), (13.730255, 100.53532), (13.723877, 100.550501), (13.720854, 100.557647), (13.71753, 100.558248), (13.714715, 100.565404), (13.711161, 100.563676), (13.711328, 100.563161), (13.712599, 100.561273), (13.713319, 100.560479), (13.715643, 100.557314), (13.715685, 100.557067), (13.715351, 100.556295), (13.709368, 100.550437), (13.707054, 100.548356), (13.705866, 100.547347), (13.705397, 100.546596), (13.704615, 100.544343), (13.703635, 100.543442), (13.700175, 100.541425), (13.698627, 100.540373), (13.697767, 100.539654), (13.697016, 100.538453), (13.696631, 100.537798), (13.696099, 100.536264), (13.693493, 100.529333), (13.692545, 100.526726), (13.691648, 100.525117), (13.690105, 100.523744), (13.680036, 100.515976), (13.67278, 100.510397), (13.671884, 100.509582), (13.671425, 100.508852), (13.676804, 100.50029), (13.680432, 100.494518), (13.684539, 100.488703), (13.684549, 100.487802), (13.681641, 100.477803), (13.679139, 100.468254), (13.67843, 100.466495), (13.673572, 100.458341), (13.664836, 100.443921), (13.658539, 100.433407), (13.654453, 100.42727), (13.648948, 100.419631), (13.642067, 100.410512), (13.638814, 100.406241), (13.619852, 100.387476)]",413.0,141E,จุฬาลงกรณ์ฯ-แสมดำ,
430,4-25,main,go,"[(13.649542, 100.419138), (13.64925, 100.419277), (13.65195, 100.422978), (13.657476, 100.430574), (13.662292, 100.438557), (13.66836, 100.448663), (13.675616, 100.460787), (13.679014, 100.466645), (13.679556, 100.467804), (13.680828, 100.472438), (13.684476, 100.486794), (13.685071, 100.487094), (13.685769, 100.487019), (13.689563, 100.48173), (13.690168, 100.481322), (13.691023, 100.481129), (13.692169, 100.4813), (13.704574, 100.48557), (13.705095, 100.484819), (13.706533, 100.482373), (13.70743, 100.481279), (13.708785, 100.480163), (13.710577, 100.479219), (13.713121, 100.478597), (13.72421, 100.476408), (13.725378, 100.476022), (13.729151, 100.474155), (13.729119, 100.473726), (13.72567, 100.46716), (13.723356, 100.463083), (13.720958, 100.458577), (13.718332, 100.453684), (13.717477, 100.451764), (13.715685, 100.446196), (13.713433, 100.439308), (13.712975, 100.437741), (13.711974, 100.42448), (13.710546, 100.40696), (13.710275, 100.406402), (13.709702, 100.406231), (13.705157, 100.406714), (13.700237, 100.407271), (13.69488, 100.407851), (13.693764, 100.407829), (13.681203, 100.4071), (13.665712, 100.405962), (13.654369, 100.405211), (13.652982, 100.405201), (13.651137, 100.405726), (13.646633, 100.408409), (13.645007, 100.409353), (13.644131, 100.410705), (13.643954, 100.411509), (13.644266, 100.412582), (13.648187, 100.417936), (13.649177, 100.419191), (13.649511, 100.418987)]",414.0,147L,วงกลมเคหะธนบุรี-บางแค,
431,4-25,main,back,"[(13.649511, 100.418987), (13.648677, 100.419524), (13.644076, 100.413363), (13.643758, 100.413124), (13.643083, 100.412855), (13.642103, 100.412952), (13.641103, 100.412544), (13.640688, 100.41225), (13.640471, 100.411847), (13.64055, 100.411246), (13.640779, 100.410876), (13.641183, 100.410651), (13.642462, 100.410168), (13.643459, 100.409433), (13.646555, 100.407662), (13.651143, 100.405002), (13.652123, 100.404637), (13.65329, 100.404551), (13.665509, 100.405302), (13.679895, 100.406332), (13.693321, 100.407212), (13.695844, 100.407062), (13.70289, 100.406225), (13.706893, 100.405796), (13.710447, 100.40555), (13.71075, 100.409851), (13.712355, 100.429356), (13.712897, 100.436115), (13.713001, 100.43751), (13.713209, 100.438583), (13.71742, 100.451415), (13.717629, 100.45223), (13.722048, 100.460534), (13.727541, 100.470533), (13.729239, 100.473666), (13.729333, 100.474224), (13.727155, 100.475286), (13.724383, 100.476391), (13.712105, 100.478859), (13.710291, 100.479331), (13.709447, 100.479749), (13.708331, 100.480533), (13.707352, 100.481327), (13.706664, 100.482335), (13.704517, 100.485725), (13.694072, 100.482013), (13.691216, 100.481198), (13.690069, 100.481434), (13.689465, 100.481842), (13.685629, 100.487206), (13.685003, 100.487785), (13.684524, 100.487678), (13.684023, 100.487099), (13.681584, 100.478387), (13.679103, 100.468473), (13.678457, 100.466993), (13.670555, 100.453582), (13.661589, 100.438754), (13.656251, 100.429892), (13.648807, 100.419701), (13.649542, 100.419138)]",415.0,147R,วงกลมเคหะธนบุรี-บางแค,
432,4-26,main,go,"[(13.649448, 100.419545), (13.657017, 100.429888), (13.663851, 100.428788), (13.669277, 100.427613), (13.671008, 100.427012), (13.673906, 100.425468), (13.682746, 100.44126), (13.685978, 100.447354), (13.686895, 100.448728), (13.688875, 100.451474), (13.690939, 100.453899), (13.697736, 100.459199), (13.700216, 100.461066), (13.699112, 100.463426), (13.699153, 100.468297), (13.699112, 100.469177), (13.698862, 100.470293), (13.695297, 100.477889), (13.694066, 100.480914), (13.694046, 100.481837), (13.704886, 100.485635), (13.698966, 100.495248), (13.697538, 100.496879), (13.692357, 100.501728), (13.690992, 100.503187), (13.690168, 100.504807), (13.689751, 100.509281), (13.694525, 100.512221), (13.703886, 100.517306), (13.705783, 100.518165), (13.709389, 100.519152), (13.713204, 100.519838), (13.716362, 100.51986), (13.718812, 100.519624), (13.721938, 100.529945), (13.723981, 100.536897), (13.726128, 100.544042), (13.726277, 100.544222), (13.726519, 100.54364)]",416.0,167,เคหะธนบุรี-สวนลุมพินี,
433,4-26,main,back,"[(13.726519, 100.54364), (13.729454, 100.536707), (13.729268, 100.536302), (13.728577, 100.534451), (13.726378, 100.527778), (13.721803, 100.530503), (13.72125, 100.528496), (13.718645, 100.519903), (13.716154, 100.52001), (13.711953, 100.519967), (13.709118, 100.519366), (13.705824, 100.518465), (13.704073, 100.517607), (13.697298, 100.513938), (13.691273, 100.510697), (13.689501, 100.509431), (13.689834, 100.505032), (13.690481, 100.503273), (13.691315, 100.502286), (13.698403, 100.495634), (13.698924, 100.495033), (13.702009, 100.490076), (13.702989, 100.488381), (13.704428, 100.485914), (13.704136, 100.48557), (13.693921, 100.48203), (13.6939, 100.481086), (13.694442, 100.479605), (13.698736, 100.470293), (13.698986, 100.46834), (13.699112, 100.463426), (13.69932, 100.462568), (13.70005, 100.461109), (13.690835, 100.454071), (13.689772, 100.452654), (13.68752, 100.449822), (13.685394, 100.446432), (13.681641, 100.43963), (13.672467, 100.423086), (13.663085, 100.406027), (13.662564, 100.405748), (13.654578, 100.40519), (13.652638, 100.405297), (13.650824, 100.405855), (13.645153, 100.409181), (13.644402, 100.41034), (13.64387, 100.411166), (13.644027, 100.411949), (13.644412, 100.41285), (13.649344, 100.419374)]",417.0,167,สวนลุมพินี-เคหะธนบุรี,
