,route_id,path_type,direction,polyline,Unnamed: 0,path_id,th_name,en_name
278,2-6,main,go,"[(14.017424, 100.533626), (14.018013, 100.531436), (14.018304, 100.531554), (14.019335, 100.525857), (14.018877, 100.525385), (14.006219, 100.52119), (13.99431, 100.517135), (13.989229, 100.515289), (13.98748, 100.515053), (13.973446, 100.514238), (13.960494, 100.51338), (13.95977, 100.513385), (13.959245, 100.513734), (13.958818, 100.514372), (13.958672, 100.515622), (13.958245, 100.52355), (13.958141, 100.524259), (13.957433, 100.525396), (13.944522, 100.538206), (13.940544, 100.542347), (13.938711, 100.54121), (13.935233, 100.53709), (13.929819, 100.530524), (13.920884, 100.519688), (13.909428, 100.505977), (13.908241, 100.504914), (13.907168, 100.504335), (13.906325, 100.50426), (13.901326, 100.506127), (13.859864, 100.521732), (13.858591, 100.521598), (13.842851, 100.511051), (13.84357, 100.50992), (13.84381, 100.508745), (13.843789, 100.506835), (13.84383, 100.503337), (13.843851, 100.500065), (13.843622, 100.497952), (13.84332, 100.495623), (13.841869, 100.496028), (13.833454, 100.500183), (13.827516, 100.502629), (13.825391, 100.503509), (13.823026, 100.50397), (13.822724, 100.50456), (13.822005, 100.50647), (13.820802, 100.508283), (13.819849, 100.510504), (13.818505, 100.514721), (13.818158, 100.51515), (13.817702, 100.515118), (13.816752, 100.514705), (13.816249, 100.514756), (13.814494, 100.516845), (13.813798, 100.517524), (13.813889, 100.518165), (13.814827, 100.520943), (13.814192, 100.521244), (13.812317, 100.521705), (13.811181, 100.521877), (13.806367, 100.521609), (13.797105, 100.521407), (13.790412, 100.515541), (13.785383, 100.511856), (13.780198, 100.509357), (13.775692, 100.507286), (13.77367, 100.506298), (13.771024, 100.505032), (13.769632, 100.503729), (13.767793, 100.505365)]",262.0,33,ปทุมธานี-เทเวศร์,
279,2-6,main,back,"[(13.767731, 100.50544), (13.766407, 100.506642), (13.768325, 100.507693), (13.770867, 100.504754), (13.77565, 100.507157), (13.781292, 100.509765), (13.785549, 100.511749), (13.791942, 100.516523), (13.797198, 100.521233), (13.806471, 100.521501), (13.811243, 100.521705), (13.813348, 100.52137), (13.814629, 100.520911), (13.813494, 100.517435), (13.815822, 100.514849), (13.816702, 100.514581), (13.817953, 100.51508), (13.818276, 100.514957), (13.820026, 100.509335), (13.820932, 100.507758), (13.822065, 100.50603), (13.822745, 100.504078), (13.823078, 100.50381), (13.825464, 100.503316), (13.828829, 100.501921), (13.8341, 100.499732), (13.840716, 100.496213), (13.843226, 100.495452), (13.84332, 100.495639), (13.843872, 100.498799), (13.843966, 100.503091), (13.843846, 100.506459), (13.843914, 100.508718), (13.843601, 100.510268), (13.843132, 100.511078), (13.855831, 100.519538), (13.858685, 100.521413), (13.859739, 100.521571), (13.876184, 100.515418), (13.897868, 100.507135), (13.906221, 100.504054), (13.907622, 100.504198), (13.908658, 100.504968), (13.914177, 100.511448), (13.938524, 100.540717), (13.940482, 100.541918), (13.952164, 100.530417), (13.957058, 100.525289), (13.957891, 100.524001), (13.958558, 100.513873), (13.958735, 100.513455), (13.958995, 100.513026), (13.959974, 100.513176), (13.984524, 100.514753), (13.989125, 100.515032), (13.991853, 100.516105), (14.007697, 100.521512), (14.019043, 100.525203), (14.019481, 100.525482), (14.018294, 100.532348), (14.017924, 100.534685), (14.017629, 100.534788), (14.017306, 100.534818), (14.01709, 100.534818), (14.01742, 100.533636)]",263.0,33,เทเวศร์-ปากเกร็ด,
280,2-7,main,go,"[(13.811498, 100.511523), (13.81029, 100.510215), (13.809915, 100.509815), (13.809779, 100.509737), (13.809644, 100.509708), (13.809451, 100.509753), (13.809237, 100.509882), (13.809053, 100.510148), (13.80912, 100.510215), (13.809183, 100.510375), (13.809243, 100.510445), (13.809355, 100.510536), (13.809475, 100.510595), (13.809581, 100.510646), (13.809631, 100.510697), (13.809644, 100.510735), (13.809894, 100.510762), (13.810298, 100.510952), (13.810725, 100.511239), (13.811386, 100.511819), (13.813254, 100.513245), (13.815171, 100.514678), (13.816385, 100.515606), (13.817885, 100.51692), (13.819791, 100.518948), (13.823261, 100.522826), (13.82475, 100.52442), (13.826011, 100.525766), (13.82774, 100.527649), (13.828423, 100.528395), (13.82685, 100.530277), (13.825521, 100.531828), (13.824912, 100.532311), (13.824287, 100.532627), (13.823943, 100.53274), (13.823297, 100.532869), (13.823, 100.532879), (13.821583, 100.532729), (13.819828, 100.532488), (13.814546, 100.531865), (13.8108, 100.531442), (13.809954, 100.53131), (13.80905, 100.531189), (13.808183, 100.53109), (13.807813, 100.531053), (13.807258, 100.531002), (13.806456, 100.530927), (13.80626, 100.531627), (13.805776, 100.533046), (13.805665, 100.533359), (13.805622, 100.533418), (13.805583, 100.533559), (13.805487, 100.533822), (13.805329, 100.534305), (13.804859, 100.535722), (13.804822, 100.535788), (13.804789, 100.535822), (13.804714, 100.535877), (13.804628, 100.53591), (13.804545, 100.535925), (13.80442, 100.536087), (13.804377, 100.536164), (13.804236, 100.536499), (13.804132, 100.536746), (13.803893, 100.537317), (13.803785, 100.537523), (13.803695, 100.5377), (13.803504, 100.538093), (13.803245, 100.538643), (13.803019, 100.539182), (13.803495, 100.539241), (13.803764, 100.539343), (13.803701, 100.539451), (13.803641, 100.539532), (13.802965, 100.539207), (13.803017, 100.539109), (13.803369, 100.538343), (13.803787, 100.537481), (13.803791, 100.537371), (13.803801, 100.53733), (13.803856, 100.537196), (13.80426, 100.536244), (13.804286, 100.536162), (13.804294, 100.536084), (13.804287, 100.536027), (13.804265, 100.535976), (13.804222, 100.535918), (13.803267, 100.535362), (13.803241, 100.535344), (13.803084, 100.535179), (13.80208, 100.534663), (13.801692, 100.534422), (13.800686, 100.533885), (13.798157, 100.532525), (13.793249, 100.529902), (13.790467, 100.528432), (13.786174, 100.526029), (13.777526, 100.521287), (13.776562, 100.520793), (13.774681, 100.524967), (13.774025, 100.526378), (13.773655, 100.527252), (13.773384, 100.527129), (13.770523, 100.525986), (13.762969, 100.523003), (13.757393, 100.520686), (13.757346, 100.520675), (13.757138, 100.521072), (13.756857, 100.521829), (13.756075, 100.523947), (13.755601, 100.525267), (13.754053, 100.529596), (13.754012, 100.529838), (13.753287, 100.531871), (13.753126, 100.531817), (13.751703, 100.531608), (13.750818, 100.531527), (13.750161, 100.531377), (13.745357, 100.530728), (13.734398, 100.52907), (13.733372, 100.528931), (13.73272, 100.529317), (13.729682, 100.536532), (13.727191, 100.542578), (13.726621, 100.543927), (13.726649, 100.544195), (13.726662, 100.54426)]",264.0,50,พระราม7-สวนลุมพินี,
281,2-7,main,back,"[(13.726662, 100.54426), (13.726704, 100.54441), (13.726767, 100.544544), (13.728989, 100.544971), (13.731058, 100.545298), (13.732606, 100.545555), (13.73394, 100.545791), (13.734049, 100.545816), (13.734268, 100.540116), (13.734325, 100.538608), (13.733888, 100.538405), (13.730615, 100.53716), (13.729591, 100.536782), (13.729405, 100.536704), (13.729823, 100.535717), (13.730693, 100.533544), (13.732483, 100.529333), (13.732746, 100.528698), (13.73295, 100.528698), (13.736748, 100.529269), (13.746586, 100.530739), (13.750255, 100.531275), (13.750792, 100.531393), (13.752016, 100.531501), (13.752897, 100.531635), (13.753022, 100.531603), (13.753282, 100.531468), (13.753634, 100.530463), (13.753738, 100.530117), (13.753931, 100.529634), (13.754079, 100.529387), (13.755004, 100.526777), (13.755994, 100.52402), (13.755979, 100.523819), (13.756263, 100.523065), (13.756703, 100.521799), (13.756958, 100.521131), (13.757214, 100.520587), (13.757255, 100.520525), (13.7578, 100.520793), (13.761385, 100.522263), (13.767877, 100.524827), (13.772264, 100.526587), (13.773446, 100.527086), (13.773644, 100.52715), (13.77403, 100.526254), (13.776531, 100.520697), (13.777359, 100.521104), (13.781361, 100.523304), (13.785716, 100.525675), (13.790702, 100.52847), (13.797349, 100.532021), (13.801783, 100.534419), (13.802093, 100.534631), (13.802676, 100.534931), (13.803103, 100.535156), (13.80334, 100.535189), (13.804265, 100.53572), (13.804436, 100.535852), (13.804454, 100.535882), (13.804467, 100.535917), (13.80446, 100.536036), (13.804436, 100.53619), (13.803986, 100.537224), (13.803928, 100.537359), (13.803804, 100.537506), (13.803235, 100.538689), (13.803019, 100.539182), (13.803451, 100.539238), (13.803764, 100.539343), (13.803641, 100.539532), (13.802969, 100.539214), (13.803026, 100.539106), (13.803445, 100.538202), (13.803786, 100.537504), (13.803889, 100.537308), (13.804119, 100.53676), (13.804311, 100.536297), (13.804371, 100.53616), (13.804423, 100.536068), (13.804546, 100.535915), (13.804623, 100.535897), (13.804707, 100.535868), (13.804791, 100.535806), (13.80482, 100.535774), (13.804846, 100.535721), (13.805037, 100.535156), (13.805453, 100.533885), (13.805566, 100.533565), (13.805608, 100.533413), (13.80559, 100.533342), (13.805944, 100.532248), (13.806099, 100.531808), (13.806315, 100.531042), (13.806351, 100.530923), (13.806346, 100.530821), (13.807258, 100.530916), (13.80806, 100.530986), (13.808849, 100.531079), (13.80993, 100.531214), (13.811162, 100.531369), (13.811936, 100.531442), (13.813561, 100.531645), (13.81564, 100.531892), (13.817744, 100.53216), (13.819578, 100.532359), (13.821979, 100.532649), (13.822672, 100.53274), (13.823136, 100.53278), (13.823295, 100.532767), (13.823727, 100.532683), (13.824149, 100.532549), (13.824427, 100.532426), (13.824886, 100.532182), (13.825277, 100.531908), (13.825745, 100.531425), (13.827386, 100.529502), (13.828209, 100.528515), (13.827717, 100.527925), (13.826001, 100.526109), (13.82562, 100.525578), (13.821016, 100.520595), (13.81839, 100.517671), (13.817671, 100.516888), (13.816583, 100.515922), (13.816234, 100.515643), (13.812973, 100.513219), (13.811233, 100.511861), (13.81067, 100.511373), (13.810456, 100.511207), (13.810238, 100.511068), (13.809967, 100.510941), (13.809821, 100.510885), (13.80967, 100.510877), (13.809415, 100.510974), (13.809279, 100.511102), (13.809253, 100.511202), (13.809248, 100.511285), (13.809295, 100.511405), (13.81024, 100.512486), (13.811295, 100.513685), (13.811553, 100.513889), (13.81167, 100.513932), (13.811806, 100.513943), (13.81198, 100.513937), (13.81211, 100.5139), (13.812199, 100.513838), (13.812321, 100.513709), (13.812762, 100.513101), (13.812832, 100.512975), (13.812855, 100.512913), (13.812848, 100.512803), (13.812816, 100.512701), (13.812782, 100.512637), (13.812741, 100.512583), (13.812686, 100.512532), (13.812379, 100.512379), (13.812191, 100.512242), (13.811928, 100.51199), (13.811498, 100.511523)]",265.0,50,สวนลุมพินี-พระราม7,
282,2-8,main,go,"[(13.839476, 100.422217), (13.837965, 100.418322), (13.837642, 100.416541), (13.83733, 100.41373), (13.837413, 100.413215), (13.852581, 100.411778), (13.870122, 100.410061), (13.892578, 100.408001), (13.903826, 100.406799), (13.906033, 100.407271), (13.925497, 100.413087), (13.925351, 100.413408), (13.925132, 100.413988), (13.923092, 100.418408), (13.922633, 100.420983), (13.922342, 100.424545), (13.922383, 100.426476), (13.922842, 100.428236), (13.929048, 100.442956), (13.929444, 100.444629), (13.929235, 100.447784), (13.925424, 100.465658), (13.923071, 100.476623), (13.922321, 100.479712), (13.920905, 100.487866), (13.919863, 100.490012), (13.917364, 100.492673), (13.91147, 100.498188), (13.910418, 100.49926), (13.908512, 100.502243), (13.907679, 100.503713), (13.907085, 100.509603), (13.90595, 100.523658), (13.905627, 100.525514), (13.901618, 100.53679), (13.890828, 100.567474), (13.888453, 100.574169), (13.886912, 100.577087), (13.876069, 100.596367), (13.876538, 100.597107), (13.876194, 100.597644), (13.875121, 100.597451), (13.874226, 100.595992), (13.869299, 100.5931)]",266.0,51,วัดปรางค์หลวง-บางเขน,
283,2-8,main,back,"[(13.86932, 100.592966), (13.87458, 100.595938), (13.875069, 100.596163), (13.87583, 100.596163), (13.877194, 100.593964), (13.87984, 100.589243), (13.887682, 100.575285), (13.88862, 100.573311), (13.891692, 100.564138), (13.89691, 100.54945), (13.903638, 100.53031), (13.905263, 100.525589), (13.905596, 100.524259), (13.907262, 100.505505), (13.907408, 100.503616), (13.909803, 100.49984), (13.91048, 100.498745), (13.918593, 100.491257), (13.919592, 100.489926), (13.920592, 100.487588), (13.92205, 100.479627), (13.924174, 100.471108), (13.927028, 100.456903), (13.92884, 100.448534), (13.929277, 100.44523), (13.929173, 100.443964), (13.92407, 100.431712), (13.922446, 100.427699), (13.922154, 100.426111), (13.922154, 100.423751), (13.922467, 100.420446), (13.922842, 100.418585), (13.925049, 100.413504), (13.915094, 100.41049), (13.905742, 100.4077), (13.903992, 100.407422), (13.893765, 100.408344), (13.892067, 100.408473), (13.873622, 100.410232), (13.85058, 100.412464), (13.83833, 100.413623), (13.837402, 100.413719), (13.837549, 100.415093), (13.837788, 100.417163), (13.838038, 100.418451), (13.839559, 100.422174)]",267.0,51,บางเขน-วัดปรางค์หลวง,
284,2-9L,main,go,"[(13.758923, 100.493188), (13.758123, 100.493789), (13.757862, 100.493939), (13.757831, 100.493124), (13.757326, 100.492678), (13.755434, 100.492136), (13.756237, 100.489669), (13.75237, 100.489562), (13.752235, 100.489417), (13.751849, 100.489465), (13.74983, 100.489696), (13.747702, 100.490238), (13.746597, 100.490838), (13.746474, 100.491109), (13.745182, 100.491963), (13.744127, 100.49307), (13.743111, 100.494159), (13.742874, 100.49474), (13.744747, 100.494561), (13.745503, 100.494454), (13.745419, 100.496407), (13.747393, 100.496374), (13.747201, 100.49977), (13.746941, 100.503262), (13.746764, 100.504067), (13.746336, 100.504807), (13.744471, 100.507039), (13.744294, 100.507479), (13.740469, 100.512285), (13.741845, 100.513347), (13.742136, 100.513111), (13.74248, 100.513165), (13.742582, 100.513712), (13.745652, 100.515923), (13.746253, 100.511674), (13.747153, 100.51236), (13.747916, 100.513333), (13.74985, 100.51451), (13.749301, 100.516451), (13.749465, 100.516765), (13.753475, 100.517135), (13.754496, 100.516963), (13.755914, 100.516491), (13.75737, 100.515453), (13.763122, 100.5096), (13.768106, 100.505011), (13.769536, 100.50382), (13.767022, 100.501277), (13.762145, 100.498338), (13.763656, 100.496031), (13.763726, 100.495698), (13.763484, 100.495269), (13.760613, 100.491729), (13.760301, 100.491815), (13.758936, 100.493177)]",268.0,53L,วงกลมสนามหลวง-เทเวศร์,
285,2-9R,main,back,"[(13.769033, 100.504239), (13.764052, 100.508745), (13.757779, 100.515118), (13.756768, 100.516051), (13.75582, 100.516609), (13.754517, 100.517081), (13.753527, 100.517231), (13.751641, 100.517113), (13.748118, 100.516609), (13.745596, 100.516137), (13.745628, 100.516019), (13.742525, 100.51379), (13.742168, 100.513948), (13.741847, 100.51368), (13.738313, 100.515222), (13.738137, 100.515676), (13.737879, 100.516491), (13.738145, 100.516654), (13.738504, 100.517086), (13.740839, 100.517483), (13.740933, 100.517623), (13.740206, 100.522432), (13.73581, 100.521652), (13.735675, 100.521469), (13.737666, 100.516459), (13.737462, 100.515595), (13.737759, 100.515493), (13.737942, 100.515464), (13.737978, 100.515241), (13.737301, 100.513165), (13.737092, 100.513101), (13.737043, 100.513036), (13.737147, 100.512854), (13.737447, 100.51295), (13.737782, 100.51289), (13.738499, 100.512414), (13.739343, 100.511717), (13.740521, 100.509582), (13.741133, 100.508313), (13.742262, 100.507039), (13.743283, 100.506138), (13.744148, 100.504496), (13.74149, 100.502586), (13.740964, 100.50183), (13.740875, 100.501084), (13.741232, 100.500312), (13.741576, 100.500331), (13.744398, 100.502206), (13.745117, 100.499378), (13.74185, 100.498456), (13.741217, 100.498775), (13.74073, 100.498735), (13.740126, 100.498534), (13.74009, 100.49837), (13.740406, 100.497361), (13.741699, 100.497748), (13.741886, 100.497608), (13.742986, 100.494274), (13.743439, 100.493574), (13.744367, 100.492684), (13.745128, 100.491954), (13.746399, 100.49108), (13.746586, 100.490763), (13.747681, 100.4902), (13.748759, 100.489942), (13.749984, 100.489637), (13.752099, 100.489347), (13.752264, 100.489379), (13.752378, 100.489519), (13.75631, 100.489637), (13.755455, 100.492099), (13.758795, 100.493081), (13.758936, 100.493006), (13.760436, 100.491546), (13.760608, 100.491622), (13.763604, 100.49542), (13.76375, 100.495653), (13.76376, 100.495886), (13.763656, 100.496031), (13.762192, 100.498284), (13.766835, 100.501009), (13.767283, 100.501406), (13.769632, 100.503729), (13.769086, 100.504206)]",269.0,53R,วงกลมเทเวศร์-สนามหลวง,
286,3-1,main,go,"[(13.590671, 100.596834), (13.591578, 100.595627), (13.592089, 100.595487), (13.593653, 100.59656), (13.596239, 100.596324), (13.597689, 100.597129), (13.599086, 100.597451), (13.600254, 100.597483), (13.603487, 100.596678), (13.610536, 100.594018), (13.622434, 100.589694), (13.626927, 100.588106), (13.628585, 100.588213), (13.633037, 100.590134), (13.642828, 100.594178), (13.652492, 100.598202), (13.659592, 100.601109), (13.670132, 100.605433), (13.67941, 100.609252), (13.680786, 100.60981), (13.681954, 100.610154), (13.683184, 100.610368), (13.685227, 100.610368), (13.686874, 100.610089), (13.689011, 100.609081), (13.693858, 100.606699), (13.701718, 100.60288), (13.709097, 100.599232), (13.710014, 100.59833), (13.713788, 100.593052), (13.721396, 100.58243), (13.730485, 100.569556), (13.739052, 100.557389), (13.741657, 100.553763), (13.742043, 100.552937), (13.742366, 100.551993), (13.742699, 100.55063), (13.743585, 100.545695), (13.744481, 100.540084), (13.746826, 100.540566), (13.749692, 100.541017), (13.749984, 100.540706), (13.753256, 100.531651), (13.755392, 100.525482), (13.757122, 100.520493), (13.756851, 100.518336), (13.75658, 100.515654), (13.756393, 100.508552), (13.756372, 100.506052), (13.756039, 100.505762), (13.755976, 100.505076), (13.75656, 100.50235), (13.756351, 100.501857), (13.756414, 100.501514), (13.756664, 100.501406), (13.757206, 100.498939), (13.757685, 100.49675), (13.757685, 100.495849), (13.757245, 100.495395), (13.757003, 100.495312), (13.756341, 100.495387), (13.753673, 100.495977), (13.752141, 100.496288), (13.75126, 100.496374), (13.750124, 100.496488), (13.749408, 100.496541), (13.746665, 100.496434), (13.746039, 100.496423), (13.745367, 100.496526), (13.745117, 100.499378), (13.743199, 100.498944), (13.741897, 100.498477), (13.741584, 100.498692), (13.741277, 100.498783), (13.741062, 100.498818), (13.740021, 100.498488), (13.740208, 100.497898)]",270.0,2,ปากน้ำ-สะพานพุทธ,
287,3-1,main,back,"[(13.74024, 100.497812), (13.740406, 100.497361), (13.741477, 100.49772), (13.741587, 100.497726), (13.74167, 100.497726), (13.741769, 100.49771), (13.741872, 100.497586), (13.74205, 100.497096), (13.742668, 100.495227), (13.74271, 100.49516), (13.742781, 100.495184), (13.744136, 100.496482), (13.744333, 100.496562), (13.744546, 100.496584), (13.744969, 100.496527), (13.745632, 100.496432), (13.745997, 100.496384), (13.746279, 100.49639), (13.747046, 100.496419), (13.749622, 100.496529), (13.751273, 100.496393), (13.751031, 100.493751), (13.752204, 100.493596), (13.752339, 100.493518), (13.752894, 100.493488), (13.756289, 100.49439), (13.756935, 100.494593), (13.757132, 100.494703), (13.757276, 100.49485), (13.757391, 100.495045), (13.757518, 100.49518), (13.757734, 100.495606), (13.757781, 100.495717), (13.75783, 100.495771), (13.75788, 100.495776), (13.757902, 100.496043), (13.757902, 100.4964), (13.757819, 100.496968), (13.756914, 100.501254), (13.756901, 100.501394), (13.75691, 100.501513), (13.756972, 100.501641), (13.757018, 100.501707), (13.757044, 100.501781), (13.757034, 100.501862), (13.757014, 100.501963), (13.756976, 100.502052), (13.756901, 100.502126), (13.75683, 100.50217), (13.756729, 100.50221), (13.756568, 100.502905), (13.756423, 100.503671), (13.756274, 100.504443), (13.756153, 100.50514), (13.756135, 100.505214), (13.756133, 100.505291), (13.756146, 100.505353), (13.756492, 100.505924), (13.756356, 100.506024), (13.756473, 100.510651), (13.756608, 100.515278), (13.75664, 100.51638), (13.756744, 100.517492), (13.757016, 100.519726), (13.757073, 100.520123), (13.757111, 100.520301), (13.757168, 100.520439), (13.757383, 100.520612), (13.757101, 100.521121), (13.756304, 100.523259), (13.756122, 100.523798), (13.755905, 100.5243), (13.75552, 100.525397), (13.751382, 100.537242), (13.750842, 100.538558), (13.750754, 100.53901), (13.750078, 100.541041), (13.749789, 100.541076), (13.747192, 100.540682), (13.745863, 100.540461), (13.745589, 100.540374), (13.744627, 100.540202), (13.742663, 100.551577), (13.742517, 100.552196), (13.742288, 100.552805), (13.742115, 100.553237), (13.741884, 100.553642), (13.735769, 100.562357), (13.72618, 100.575859), (13.711682, 100.596222), (13.71059, 100.597794), (13.71025, 100.59828), (13.709879, 100.598728), (13.709559, 100.599082), (13.709202, 100.599382), (13.708151, 100.59987), (13.701905, 100.602965), (13.689125, 100.60918), (13.687453, 100.60999), (13.68672, 100.610238), (13.686368, 100.610348), (13.685998, 100.610417), (13.685435, 100.610508), (13.684813, 100.610562), (13.684071, 100.61061), (13.68333, 100.610594), (13.682266, 100.61039), (13.681234, 100.610122), (13.6778, 100.608719), (13.666713, 100.604188), (13.651666, 100.598014), (13.63831, 100.592499), (13.630444, 100.589227), (13.629217, 100.588752), (13.628615, 100.588512), (13.628292, 100.588419), (13.62797, 100.588363), (13.627256, 100.588342), (13.626899, 100.58836), (13.626521, 100.588436), (13.624876, 100.589015), (13.61918, 100.591046), (13.613643, 100.593068), (13.607611, 100.595278), (13.603309, 100.596871), (13.600442, 100.597601), (13.600153, 100.597641), (13.599874, 100.597654), (13.599033, 100.597585), (13.598192, 100.597424), (13.597478, 100.597174), (13.596656, 100.59741), (13.595905, 100.597527), (13.595126, 100.59757), (13.594289, 100.597497), (13.593455, 100.597464), (13.593095, 100.597409), (13.591859, 100.596871), (13.591709, 100.596843), (13.591596, 100.596863), (13.590776, 100.597073), (13.590766, 100.597132), (13.590712, 100.597193), (13.59064, 100.597221), (13.590575, 100.597219), (13.590524, 100.597196), (13.590484, 100.597145), (13.59048, 100.597019), (13.590523, 100.596938), (13.590574, 100.596916), (13.590619, 100.596924), (13.590661, 100.596852)]",271.0,2,สะพานพุทธ-ปากน้ำ,
288,3-10,main,go,"[(13.666994, 100.683163), (13.665514, 100.682648), (13.658112, 100.680417), (13.65807, 100.680234), (13.65855, 100.678528), (13.65316, 100.676812), (13.653066, 100.675642), (13.658268, 100.666201), (13.661187, 100.661008), (13.662105, 100.659077), (13.662751, 100.657339), (13.663669, 100.653434), (13.666233, 100.640473), (13.669048, 100.626268), (13.671696, 100.612943), (13.672832, 100.607085), (13.673072, 100.606635), (13.676971, 100.608244), (13.680411, 100.609606), (13.681954, 100.610154), (13.683184, 100.610368), (13.685227, 100.610368), (13.686707, 100.610068), (13.688417, 100.609424), (13.693858, 100.606699), (13.704115, 100.601699), (13.708805, 100.599339), (13.70941, 100.598953), (13.710014, 100.59833), (13.712933, 100.594211), (13.714152, 100.592516), (13.713579, 100.592065), (13.713194, 100.59155), (13.712798, 100.590509), (13.712672, 100.589426), (13.712922, 100.582184), (13.713016, 100.580875), (13.713808, 100.579008), (13.715643, 100.574834), (13.719416, 100.565693), (13.719604, 100.565178), (13.719249, 100.564342), (13.718864, 100.563247), (13.718791, 100.562464), (13.719437, 100.560801), (13.720583, 100.55784), (13.721428, 100.555984), (13.724252, 100.549085), (13.728129, 100.539858), (13.73234, 100.529644), (13.732527, 100.529054), (13.731433, 100.523025), (13.727702, 100.524302), (13.725513, 100.517178), (13.72543, 100.516212), (13.72913, 100.51574), (13.728442, 100.514345), (13.728588, 100.514088), (13.729552, 100.513919)]",272.0,46,ม.รามคำแหง2-สี่พระยา,
289,3-10,main,back,"[(13.729552, 100.513919), (13.72987, 100.513895), (13.731516, 100.523111), (13.732486, 100.528518), (13.732924, 100.528776), (13.731068, 100.5334), (13.724638, 100.548742), (13.720552, 100.558441), (13.71901, 100.562367), (13.718936, 100.562882), (13.719677, 100.564878), (13.719791, 100.5652), (13.719604, 100.565779), (13.715747, 100.574877), (13.713204, 100.580746), (13.713079, 100.581207), (13.712933, 100.586218), (13.712808, 100.589447), (13.712943, 100.590531), (13.713266, 100.591389), (13.71361, 100.591893), (13.714392, 100.592505), (13.710181, 100.598363), (13.709076, 100.599436), (13.707576, 100.600144), (13.701655, 100.603126), (13.695057, 100.606291), (13.688062, 100.609746), (13.686999, 100.610164), (13.685592, 100.610518), (13.684122, 100.610615), (13.682183, 100.610433), (13.679817, 100.609606), (13.67424, 100.607235), (13.673677, 100.607353), (13.673353, 100.608104), (13.671894, 100.615432), (13.670059, 100.624981), (13.669058, 100.62953), (13.667922, 100.635667), (13.66492, 100.650601), (13.663637, 100.657017), (13.663325, 100.65809), (13.662636, 100.65956), (13.659436, 100.665439), (13.655308, 100.672864), (13.65316, 100.676812), (13.65855, 100.678528), (13.65807, 100.680234), (13.667005, 100.683024)]",273.0,46,สี่พระยา-ม.รามคำแหง2,
290,3-11,main,go,"[(13.667083, 100.683206), (13.664456, 100.682364), (13.661198, 100.681345), (13.658112, 100.680417), (13.658112, 100.680042), (13.65855, 100.678528), (13.657857, 100.678351), (13.655756, 100.677738), (13.652576, 100.67664), (13.65379, 100.674288), (13.656462, 100.669404), (13.661067, 100.661072), (13.662396, 100.65853), (13.663084, 100.656374), (13.66426, 100.650655), (13.665624, 100.643671), (13.664529, 100.64338), (13.66247, 100.64259), (13.662179, 100.642674), (13.66197, 100.642863), (13.661882, 100.643128), (13.66213, 100.643523), (13.663525, 100.6438), (13.669438, 100.645007), (13.673038, 100.645593), (13.677674, 100.645928), (13.678047, 100.631581), (13.678534, 100.615733), (13.678743, 100.608866), (13.681016, 100.609918), (13.681954, 100.610154), (13.682454, 100.610272), (13.683528, 100.610443), (13.685477, 100.610347), (13.68702, 100.609918), (13.690752, 100.608201), (13.69907, 100.604167), (13.70793, 100.599832), (13.70941, 100.598953), (13.710338, 100.597826), (13.712558, 100.59479), (13.71779, 100.587452), (13.724732, 100.577753), (13.735383, 100.562582), (13.739198, 100.557196), (13.741657, 100.553763), (13.742241, 100.552497), (13.743345, 100.547326), (13.745221, 100.535814), (13.745867, 100.532284), (13.747681, 100.522091), (13.748421, 100.518497), (13.749025, 100.516716), (13.745596, 100.516137), (13.745888, 100.514646), (13.745951, 100.513444), (13.746795, 100.510322), (13.747983, 100.506974), (13.746316, 100.506191), (13.745346, 100.505494), (13.744148, 100.504496), (13.745075, 100.502576), (13.74693, 100.503187), (13.747035, 100.501149), (13.747139, 100.498971), (13.747306, 100.496095), (13.747405, 100.494229), (13.747681, 100.494154), (13.74716, 100.492276), (13.746586, 100.490763), (13.747702, 100.490238), (13.749463, 100.489776)]",274.0,48,ม.รามคำแหง2-ท่าช้าง,
