stopid,name_t,name_e,lat,lon
3200,ตรงข้ามวัดบางเตย,Opposite Bang Toei Temple,13.8024713,100.6478804
3201,หมู่บ้านสามัคคี(นวมินทร์ 107),Samakkhi Village,13.80592128,100.6481201
3202,ตรงข้ามหมู่บ้านธนะสิน,Opposite Thanasin Village,13.80871477,100.6494591
3203,ตรงข้ามตลาดปัฐวิกรณ์,Pattavikorn Market (Opposite),13.81286372,100.651262
3204,หมู่บ้านนพรัตน์วิลล์,Nopparat Ville Village,13.81508876,100.6522467
3205,ตรงข้ามโรงเรียนเบญจมินทร์,Benjamin School (Opposite),13.81788055,100.653425
3208,ไทวัสดุนวมินทร์ ตรงข้ามโลตัสสุขาภิบาล1,Thai wasadu Nawamin,13.82391269,100.6560224
3209,ตรงข้ามโรงพยาบาลพญาไทนวมินทร์(เปาโลเดิม),Phayathai Nawamin Hospital (Opposite),13.82609625,100.6569497
3210,ซอยนวมินทร์ 157,Soi Nawamin 157,13.83040433,100.6588286
3211,ไปรษณีย์จรเข้บัว สหฟาร์ม,Post Office Chorakhe Bua,13.83361692,100.6602004
3212,ลุมพินีคอนโดทาวน์ รามอินทรา-นวมินทร์,Lumpini Condo TownRam Inthra-Nawamin,13.83648357,100.6617012
3213,หมู่บ้านเปรมฤทัย 2,Prem Ruethai 2 Village,13.83601197,100.6650073
3214,โรงพยาบาลสินแพทย์,Synphaet Hospital,13.83438178,100.6667172
3215,ซอยชื่นกมล ตรงข้ามศูนย์โตโยต้าชัวร์,Soi chuen kamon,13.83201057,100.6691115
3216,รามอินทรา กม.10 ขาออก,Ram Inthra Km. 10 outbound,13.82197257,100.6801906
3217,ซอยรามอินทรา 66,Soi Ram Inthra 66,13.81889786,100.682839
3218,อโมรินี่ รพ.นพรัตน์,Noppharat Hospital,13.81331471,100.6873623
3219,ตรงข้ามหมู่บ้านสิริยาทาวน์,Opposite Siriya Town,13.81131654,100.6886822
3220,ตรงข้ามซอยสวนสยาม 14(หมู่บ้านเก้าแสน),Soi Suan Siam 14 (Opposite),13.8086771,100.6905688
3221,สวนสยาม,Siam Park,13.80620986,100.6915553
3223,หมู่บ้านเก้าแสนเจ็ด,Nine hundred thousand village,13.8087362,100.6902119
3224,หมู่บ้านสิริยาทาวน์,Siriya Town Village,13.81029305,100.6891216
3225,ซอยสวนสยาม 6,Soi Suan Siam 6,13.8123957,100.6876642
3226,ตรงข้ามโรงพยาบาลนพรัตน์,Noppharat Hospital (Opposite),13.81526851,100.6867154
3227,โรงพยาบาลนพรัตน์,Noppharat Hospital,13.81598577,100.6864397
3228,ซอยรามอินทรา 103,Soi Ram Inthra 103,13.81895314,100.6833203
3229,รามอินทรา กม. 10 ขาเข้า,Ram Inthra Km. 10 inbound,13.82130347,100.6802657
3230,ซอยนวมินทร์ 163 ซอยอมรวิวัฒน์ กม.8,Soi Nawamin 163  Soi Amon Wiwat KM. 8,13.83603943,100.6612464
3231,ตรงข้ามสหฟาร์ม,Opposite Saha Farm,13.83403087,100.6606557
3232,ซอยนวมินทร์ 92,Soi Nawamin 92,13.83013164,100.6589358
3233,หมู่บ้านอัมรินทร์นิเวศน์ 2,Amarin Niwet 2 Village,13.82777314,100.6579642
3234,โรงพยาบาลพญาไทนวมินทร์,Phayathai Nawamin Hospital,13.82620354,100.6572921
3235,หมู่บ้านศรีนครพัฒนา 2,Srinagaran Phatthana Village 2,13.82170365,100.655368
3236,ซอยนวมินทร์ 135,Soi Nawamin 135,13.82009249,100.6543896
3237,โรงเรียนบดินทรเดชา(สิงห์สิงหเสนี) 2,Badin Decha 2 School,13.81438964,100.6521954
3238,หมู่บ้านปัฐวิกรณ์,Pattawikorn Village,13.81234025,100.6513277
3240,หมู่บ้านธนะสิน(นวมินทร์ 68),Thanasin Village,13.8080643,100.6494492
3241,หมู่บ้านสินธนา,Sinthana Village,13.80023245,100.6491436
3242,หมู่บ้านสินธนากรนวิลล์,Sinthawee Green Ville Village,13.79735118,100.65046
3243,ตรงข้ามตลาดอินทรารักษ์(นวมินทร์ 38),Intraruk Market (Opposite),13.79486886,100.6516056
3244,หมู่บ้านธารทิพย์ ตรงข้ามโรงเรียนโสมาภา,Thanthip Village,13.78990214,100.6516409
3245,หมู่บ้านศรีนคร1,Sri Nakorn 1 Village,13.78781742,100.6502247
3246,ตรงข้ามหมู่บ้านวังทอง,Wang Thong village (Opposite),13.78573914,100.6488146
3247,ตรงข้ามสำนักงานที่ดินบางกะปิ,Land Office Bangkapi (Opposite),13.78303329,100.6469599
3248,ซอยนวมินทร์ 16,Soi Nawamin 16,13.78185518,100.6461699
3249,ตรงข้ามหมู่บ้านแฮปปี้แลนด์,Opposite the Happy Land Village,13.78033032,100.6441223
3250,สนามกีฬาคลองจั่น,khlong chan Sport Complex,13.77807446,100.6446191
3251,ซอยนวมินทร์ 10,Soi Nawamin 10,13.77558079,100.64531
3252,การเคหะแห่งชาติคลองจั่น,Klong chan Housing,13.77424436,100.6459944
3253,ตรงข้ามโรงเรียนบ้านบางกะปิ,Ban Bang Kapi School (Opposite),13.7715685,100.6474151
3254,ซอยพุฒตาล,Soi Phut Tan,13.77011459,100.6474929
3256,ตรงข้ามตลาดบางกะปิ,Opposite Bang Kapi Market,13.76605591,100.6465088
3257,สีลมพลาซ่า,Silom Plaza,13.72579222,100.5269968
3258,ตรงข้ามโรงแรมนารายณ์,Opposite Narai Hotel,13.72511609,100.5250001
3259,วัดแขก,Wat Khaek,13.72430932,100.5227846
3260,บ้านสีลม,Silom House,13.72354002,100.5207062
3261,รพ.เลิดสิน,Lerdsin Hospital,13.7223114,100.5173031
3262,ซอยคอนแวนต์,Soi Khon Vent,13.72382364,100.5361758
3263,มิตซูสาทร,Mitsu Sarathorn,13.72488516,100.5397734
3275,แยกบางนา(ขาเข้า),Bangna Intersection,13.6748129,100.607243
3276,โรงพยาบาลกล้วยน้ำไท 2,Kluaynamthai 2 Hospital,13.67697039,100.6081647
3278,Bts ปุณณวิถี ทางออก 2,Bts Punnawithi Exit 2,13.68260247,100.6102376
3279,ซอยวัดทุ่งสาธิต,Soi Wat Thung Satit,13.68513134,100.6102911
3282,ตรงข้ามตลาดบางจาก(สุขุมวิท 93),Bang Chak Market ( sukhumwit 93),13.69861203,100.6042957
3283,โรงเรียนนารีนิรมล(เขตพระโขนง),Naree Niramol School (Prakanong),13.70337986,100.6019817
3285,ตรงข้ามตลาดอ่อนนุช การประปาพระโขนง,On nut Market  Metropolian water office Prakanong,13.70825241,100.5996285
3286,ตรงข้ามตลาดพระโขนง,Opposite Phra Khanong Market,13.7125208,100.5948443
3287,ซอยสาทร 2,Soi Sathorn 2,13.7256283,100.5422983
3288,ตลาดพระโขนง,Phra Khanong Market,13.71235324,100.5954345
3289,ดับเพลิง อ่อนนุช,On nut Fire department,13.70821703,100.59987
3290,ซอยสุขุมวิท 79,Soi Sukhumvit 79,13.70705084,100.6005086
3291,ศูนย์การค้ามาร์เก็ตพลัส(เขตพระโขนง),Market Plus department store (Phrakanong),13.70321858,100.6023685
3292,ตลาดบางจาก,Bang Chak Market,13.69778206,100.6050078
3293,สำนักงานขนส่งพื้นที่ 3,Department of Transport Bangkok area 3,13.69392144,100.606931
3294,ปุณณวิถี(สุขุมวิท101),Punnawithi (Sukhumvit 101),13.69069318,100.6084835
3296,วชิรธรรมสาธิต(สุขุมวิท 101/1),Wachiratham Satit (Sukhumvit 101/1),13.68523506,100.6106075
3297,ซอยสุขุมวิท 101/2,Soi Sukhumvit 101/2,13.6825187,100.6105316
3298,ตรงข้ามโรงพยาบาลกล้วยน้ำไท 2,Kluaynamthai 2 Hospital (Opposite),13.67779582,100.608785
3299,แยกบางนา(ขาออกป้ายที่1),Bangna Intersection,13.675167,100.6077081
3300,แยกถนนเทพารักษ์,Thepharak Intersection,13.64545948,100.5957233
3314,โรงเรียนการัญศึกษา,Karansuksa school,13.83643206,100.4987024
3315,ตรงข้ามวัดนครอินทร์,Wat Nakorn-in (Opposite),13.8336894429334,100.50014855293
3316,วัดกำแพง(ขาเข้า),Wat kamphaeng,13.83168386,100.500932
3317,ซอยพิบูลสงคราม 18,Soi Pibulsongkram 18,13.82999619,100.5016224
3318,หมู่บ้านวิสต้าวันเอทโอ,Vista Wan Eto Village,13.82883645,100.5021552
3319,หมู่บ้านพิบูลย์การ์เด้นวิลล์,Piboon Garden Ville Village,13.82673052,100.5030061
3320,ซอยแสนสุข,Soi Saensuk,13.82596416,100.5033162
3321,หมู่บ้านพิบูลย์พาร์ควิลล์,Piboon Park Village,13.82483059,100.5036635
3322,ตรงข้ามโรงเรียนสตรีนนทบุรี-วัดปากน้ำ,Satri Nonthaburi school (Opposite),13.82240057,100.5055651
3323,หมู่บ้านพิบูลย์บางซื่อ,Phibun Bangsue Village (Opposite),13.82054411,100.5088858
3324,มาสด้าพระราม 7,Mazda Rama 7,13.81947706,100.5116207
3325,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,King Mongkut's University of Technology North Bangkok,13.81880575,100.5138837
3326,ใต้สะพานพระราม7(ขาเข้า),Rama VII Bridge,13.81565813,100.515281
3327,ตรงข้ามวัดสร้อยทอง,Wat soithong,13.81395323,100.518102
3328,ตลาดศรีเขมา(ขาเข้า),Sri Khema Market,13.81474659,100.5206065
3329,โรงเรียนกุลวรรณ,Kunwan School,13.81148396,100.5219158
3331,ประชาราษฎร์สาย 1 ซอย 20 ตลาดบางโพ,Pracharat Sai 1 Soi 20,13.80781067,100.5217254
3332,สถานีดับเพลิงบางโพ ถนนประชาราษฎร์สาย 1 ซอย 16,Bang Pho Fire department,13.80426875,100.5215578
3333,วัดประดู่,Wat pradu,13.80168787,100.5214386
3334,แยกเกียกกาย ตรงข้ามวัดแก้วฟ้าจุฬามณี,Kiakkai Intersection,13.79822301,100.5214402
3335,ปตอ.,Por Tor Or,13.79703096,100.5222186
3336,ตรงข้ามกรมทหารม้าที่ 1,Opposite the 1st Cavalry Regiment,13.79602561,100.5249332
3337,โรงเรียนทหารสรรพาวุธ,Aranyaput Military School,13.79555515,100.525891
3338,ทหารสื่อสาร(ขาเข้า),Signal Department Royal Thai Army,13.79424299,100.5284881
3339,ตรงข้ามกรมทหารปืนใหญ่ที่1,Artillery Regiment 1 (Opposite),13.7928657,100.5334831
3341,แยกประดิพัทธ์(ไปรษณีย์),Pradipat Intersection,13.79200012,100.5374475
3342,ตรงข้ามสำนักงานเลขาธิการ,Secretariat (Opposite),13.79137568,100.540853
3343,โรงแรมกานต์มณี,Kan Manee Hotel,13.79101806,100.5425416
3344,ซอยประดิพัทธ์ 21,Soi Pradipat 21,13.79020175,100.5466416
3345,ตรงข้ามโรงแรมสุดาพาเลซ,Suda Palace Hotel (Opposite),13.78907986,100.5510686
3346,ซอยอินทามะระ 7,Soi Inthamara 7,13.7890323,100.5535509
3347,ตรงข้ามหมู่บ้านวรรณดีวิลล่า,Opposite Wan Dee Villa,13.78903536,100.5558813
3348,ตลาดมิ่งขวัญ(ถนนสุทธิสารวินิจฉัยขาออก),Mingkwan Market,13.78922441,100.5592905
3349,หลังแยกสุทธิสาร ฝั่งอินทามระ ขาเข้า,"After the Sutthisan intersection, Inthamara inbound",13.78926609,100.5607342
3350,แยกสุทธิสาร ฝั่งอินทามระ ขาออก,"Sutthisan junction, Inthamara departure",13.7894592,100.5625272
3351,ตรงข้ามตลาดสุทธิสาร,Opposite Sutthisan Market,13.78954786,100.5655678
3352,ซอยอินทามะระ 28/1,Soi Inthamara 28/1,13.78864248,100.5668683
3353,TOT ซอยอินทามะระ 32,Soi Inthamara 32,13.78796972,100.566972
3354,ป้อมตำรวจสุทธิสาร(ถนนประชาสุขขาเข้า),Sutthisarn Police box,13.7856405,100.5671147
3355,ซอยอินทามะระ 51,Soi Inthamara 51,13.78380708,100.5672066
3357,ซอยอินทามะระ 59,Soi Inthamara 59,13.78092408,100.5672924
3358,ตรงข้ามซอยประชาสงเคราะห์ 47,Soi Prachasongkro 47 (Opposite),13.77922355,100.5670195
3359,ตลาดห้วยขวางจุด 2,"Huai Khwang Market, Point 2",13.77761315,100.5680925
3360,หอนาฬิกาห้วยขวาง,Huay Kwang Clock tower,13.77511042,100.5671737
3361,ตรงข้ามทีวีซีคอนโดมิเนียม,TVC Condominium (Opposite),13.77548003,100.5641504
3362,ตรงข้ามวัดพรหมวงศาราม,Wat Phrom Wong Saram (Opposite),13.77520433,100.5624964
3363,ดีดีทาวเวอร์,DD Tower,13.77444298,100.5612864
3364,ซอยประชาสงเคราะห์ 16-18,Soi Prachasongkro 16-18,13.77235108,100.5603104
3365,โรงบำบัดน้ำเสีย,Waste Water Treatment Plant,13.7705259,100.557652
3367,แฟลต 7,Flat 7,13.77181893,100.5558502
3368,ซอยประชาสงเคราะห์ 21,Soi Prachasongkro 21,13.77174595,100.5601334
3369,ซอยประชาสงเคราะห์ 16-18 ประชาสงเคราะห์ 16-18,Pracha Songkhro Soi 16-18 Pracha Songkhro 16-18,13.7734464,100.560226
3370,วัดพรหมวงศาราม,Wat Phrom Wong Saram,13.77508581,100.5620868
3371,ซอยหมอแก้ว,Soi Mo Kaew,13.77560345,100.5637379
3372,หอนาฬิกาห้วยขวาง ศูนย์รับเลี้ยงเด็กห้วยขวาง,Huay Kwang Clock tower,13.77666586,100.5678878
3373,ซอยประชาสงเคราะห์ 45 โค้งยาดอง,Soi Prachasongkro 45,13.77838869,100.5674275
3374,ซอยประชาสงเคราะห์ 47 ซอยสมบูรณ์,Soi Prachasongkro 47,13.77962397,100.5670415
3375,ซอยอินทามระ 44,Soi Inthamara 44,13.78141681,100.5671208
3376,ซอยอินทามะระ 40,Soi Inthamara 40,13.78354923,100.5671097
3378,ซอยอินทามะระ 32 ป้อมตำรวจสุทธิสาร,Soi Inthamara 32,13.78648219,100.5670204
3379,ก่อนแยกสุทธิสาร ฝั่งอินทามระ ขาเข้า,"Before the Sutthisan junction, Inthamara inbound",13.78927632,100.5626045
3380,หลังแยกสุทธิสาร ฝั่งอินทามระ ขาเข้า,"After the Sutthisan intersection, Inthamara inbound",13.78919864,100.5608093
3381,ตลาดมิ่งขวัญ(ถนนสุทธิสารวินิจฉัยขาเข้า),Mingkwan Market,13.78910229,100.55823
3382,ตรงข้ามซอยอินทามะระ 21,Soi inthamara 21 (Opposite),13.78902516,100.5564848
3383,ตรงข้ามซอยอินทามะระ 7,Soi Inthamara 7,13.78893787,100.5541715
3384,ซอยอินทามะระ 4,Soi Inthamara 4,13.7888748,100.5528526
3385,แยกสะพานควาย,Saphan kwai Intersection,13.78949284,100.5495325
3386,ตรงข้ามซอยประดิพัทธ์ 19,Opposite Soi Pradiphat 19,13.79028285,100.5454472
3387,โรงแรมมิโดโฮเต็ล,Mido Hotel,13.79094947,100.5420194
3388,สำนักงานเลขาธิการ,Secretariat,13.79136703,100.5400378
3389,ไปรษณีย์ประดิพัทธ์,Pradipat Postal Post Office,13.79187884,100.5374834
3390,แยกประดิพัทธ์,Pradipat Intersection,13.79218598,100.5361507
3391,กรมทหารปืนใหญ่ที่1รักษาพระองค์,The 1st Artillery Regiment Preservation,13.79279052,100.5329867
3392,กรมการขนส่งทหารบก,Department of Army Transport,13.79309507,100.5314344
3393,สโมสรนายทหารสื่อสาร,Department of Military Communications,13.79399263,100.5286865
3394,ตรงข้ามกรมสรรพาวุธทหารบก,Royal Thai Army Ordnance Department (Opposite),13.79502088,100.526638
3395,วัดใหม่ทองเสน,Wat Mai thong saen,13.79674165,100.5225682
3396,ตรงข้ามวัดประดู่,wat pradu (Opposite),13.80180622,100.5212497
3397,ตรงข้ามสถานีดับเพลิงบางโพ,Opposite Bang Pho Fire Station,13.80361346,100.5213353
3398,ตลาดแยกบางโพ,Yaek Bang pho Market,13.80661965,100.5214221
3400,ตลาดศรีเขมา(ขาออก),Srikhema Market,13.81385898,100.5211354
3401,วัดสร้อยทอง,wat soithong,13.8138073,100.5184154
3403,มทร. พระนครวิทยาเขตพระนครเหนือ,"RMUT. Phra Nakhon, North Bangkok",13.81863791,100.5136292
3404,พูลพิพัฒน์,Poolpipat,13.81946344,100.5108197
3405,ตรงข้ามหมู่บ้านพิบูลย์บางซื่อ,Phibun Village (Opposite),13.82043542,100.508595
3406,โรงเรียนสตรีนนทบุรี-วัดปากน้ำ,Satri Nonthaburi School - Wat Paknam,13.82221284,100.5052303
3407,โรงเรียนวัดเขมาภิรตาราม,Wat Khem Phirataram School,13.824037528,100.50362853
3408,ตรงข้ามหมู่บ้านพิบูลย์การ์เดน ซอยแสงเสนีย์1,Phibun Garden View Village (Opposite),13.82646468,100.5028251
3409,คอนโดริเวอร์ไรน์  แฟรกส์บาร์,Riverine Condominium  Flags Bar.,13.82870221,100.5018991
3410,ซอยพิบูลสงคราม 9,Soi Pibulsongkram 9,13.83050545,100.5011674
3411,ตรงข้ามวัดกำแพง,Wat Kamphaeng (Opposite),13.83178497,100.500648
3412,วิทยาลัยเทคโนโลยีพงษ์สวัสดิ์,Pongsawadi Technological College,13.83616053,100.4985512
3413,ตรงข้ามศูนย์บริการสาธารณสุข 4,Public Health Center 4,13.76945277,100.5583171
3414,ตรงข้ามตลาดดินแดง,Dindaeng Market (Opposite),13.76564562,100.5570567
3415,ตรงข้ามสำนักงานเคหะดินแดง,Dindaeng Housing Office (Opposite),13.76439554,100.5565766
3416,ประชาสงเคราะห์2,Pracha Songkhro 2,13.76261241,100.5558498
3417,แฟลตดินแดง(ป้าย1),Dindaeng Housing (Stop.1),13.760926,100.5537569
3418,ตรงข้าม รร.พิบูลประชาสรรค์,Piboonprachasan School (Opposite),13.76266817,100.5502947
3419,ตรงข้ามสำนักงานปปส,Opposite the Office,13.76337829,100.5458408
3420,สวนสันติภาพ,Santiphap Park,13.76375373,100.5406369
3421,ตรงข้ามโรงเรียนสุโขทัย,Sukhothai School (Opposite),13.77610625,100.5215298
3422,ตรงข้ามสำนักงานเขตดุสิต,Dusit District Office (Opposite),13.77700393,100.5194952
3423,ตรงข้ามสภาสตรีแห่งประเทศไทย,The National Council of Women of Thailand (Opposite),13.77783555,100.5175378
3424,หลังแยกขัตติยานี ฝั่งสุโขทัย,After separating the Sukhothai side,13.77870048,100.5156284
3425,โรงเรียนวัดมกุฎกษัตริยาราม,Wat Makut Kasariyaram School,13.76522876,100.5074787
3426,โรงแรมเดอม็อค ตรงข้ามวัดตรีทศเทพ,De Moc Hotel,13.7609551,100.5035084
3427,นิทรรศน์รัตนโกสินทร์,Rattanakosin Exhibition,13.75611045,100.5037901
3429,เสาชิงช้า,Sao Chingcha,13.75276821,100.501066
3430,วัดสุทัศน์,Wat Suthat Thepwararam,13.75002759,100.5003001
3431,ตลาดดอกไม้ปากคลองตลาด,Pak Khlong Talat Flower Market,13.74229902,100.4961495
3432,โรงเรียนราชินี,Rajini School,13.74323711,100.4937242
3433,สถานีตำรวจพระราชวัง,Police Station Palace,13.74319029,100.4940529
3434,ตรงข้ามวัดสุทัศน์ ร้านวิจิตรพานิช,Wat Suthat Thepwararam (Opposite),13.75128351,100.5003784
3435,ตรงข้ามศาลาว่าการกรุงเทพมหานคร,City Hall Bangkok (Opposite),13.75450396,100.5012587
3436,วัดตรีทศเทพ,Wat Tritossathep,13.76199764,100.5039421
3437,พณิชยการสุโขทัย,Sukhothai Business School,13.77929049,100.5146397
3438,สำนักงานเขตดุสิต,Dusit District Office,13.77694792,100.5200537
3439,ตรงข้ามซอยสุโขทัย 5,Sukhothai Soi 5 (Opposite),13.7749058,100.5245925
3440,ตรงข้ามซอยสุโขทัย 3,Opposite Soi Sukhothai 3,13.77429204,100.52595
3441,ซอยสวนเงิน,Soi Suan Ngoen,13.77097878,100.5296709
3442,ตรงข้ามสวนสันติภาพ,Santiphap Park (Opposite),13.76385264,100.5409513
3443,สำนักงาน ป.ป.ส.,Office of the Narcotics Control Board,13.76337945,100.5446651
3444,แฟลตดินแดงป้าย2,Din Daeng Flat Label 2,13.76246339,100.5511271
3445,สถาบันราชานุกูล,Rajanukul Institute,13.76133878,100.5532521
3446,แยกประชาสงเคราะห์,Pracha Songkhro Intersection,13.76139875,100.5551832
3447,ประชาสงเคราะห์1,Pracha Songkhro 1,13.76280875,100.5557284
3448,สำนักงานเคหะดินแดง,Dindaeng Housing Office,13.76438752,100.5564273
3449,ตลาดดินแดง,Dindaeng Market,13.76566795,100.5569327
3450,ศูนย์บริการสาธารณสุข4,Health Center 4,13.76954634,100.5582012
3452,โรงพยาบาลมหาชัย,Mahachai Hospital,13.55098431,100.2795313
3453,กรมบังคับคดีสมุทรสาคร,Samut Sakhon Legal Execution Department,13.55907716,100.2906689
3454,นาดี,Na Di,13.5677968,100.2999574
3455,ตรงข้ามวัดโสภณาราม,Wat Sopanaram (Opposite),13.57301267,100.3053503
3458,ตลาดนัดเอกชัย,Ekachai flea market,13.60308132,100.3379956
3459,วัดโพธิ์แจ้,Wat Phochae,13.62121861,100.3513097
3460,สวนจงสถิตย์ปาร์ค,Chongsathit Park,13.6233137,100.3538757
3461,โรงเรียนศึกษานารี 2,Suksanari 2 School,13.63419025,100.3666767
3462,หมู่บ้านเพชรเอกชัย(เอกฃัยซอย 130),Phet Ekkachai Village,13.6361221,100.3688781
3463,ซอยหมู่บ้านลลิลวิลล์,Soi Lalin Ville Village,13.63931344,100.3726925
3464,ตรงข้ามวัดบางบอน,Wat Bangbon (Opposite),13.64399601,100.3785261
3466,หลังแยกบางบอน 3,After Bang Bon 3 intersection,13.6509172,100.3873186
3469,โรงพยาบาลบางกอก8อินเตอร์เนชั่นแนล,Bangkok 8 International Hospital,13.66305057,100.4058691
3470,ซอยเอกชัย 88,Soi Ekachai 88,13.66507016,100.4091942
3471,ตรงข้ามไปรษณีย์บางบอน,Opposite Bang Bon Post,13.66671669,100.412104
3472,ซอยเอกชัย 76,Ekkachai Soi 76,13.66915471,100.4163842
3473,หมู่บ้านสุนทร7(เอกชัย72),Sunthorn 7 Village,13.67068202,100.4192682
3474,ตลาดบางบอน,Bang Bon Market,13.67357903,100.4246973
3475,แยกบางบอน ขาเข้า,Inbound Bang Bon Intersection,13.67446375,100.4263907
3476,ซอยเอกชัย 64,Soi Ekachai 64,13.67690701,100.4308992
3477,กระทิงแดง,Red bull,13.67879768,100.4341912
3478,ตรงข้ามบิ๊กซีบางบอน,Opposite Big C Bang Bon,13.67991117,100.4361417
3479,ซอยเอกชัย 40,Ekkachai Soi 40,13.68305434,100.4416498
3480,ศาลธนบุรี,Thonburi Court,13.68565058,100.446724
3481,ซอยเอกชัย 34,Soi Ekkachai 34,13.68717635,100.4490768
3482,ซอยเอกชัย 30,Ekkachai Soi 30,13.69024138,100.4531501
3483,ตรงข้ามวัดไทร,Opposite Wat Sai,13.69182433,100.4545037
3484,วัดบางประทุนนอก,Bang Prathun Nok Temple,13.69496599,100.4571965
3485,ซอยเอกชัย 10/1,Soi Ekachai 10/1,13.69749677,100.4589864
3486,ซอยเอกชัย 10,Ekkachai Soi 10,13.69876466,100.4599529
3488,ตรงข้ามตลาดสำเหร่,Samre Market (Opposite),13.71260179,100.4882027
3490,เลียบทางรถไฟวงเวียนใหญ่,Wongwian Yai Railway,13.72395152,100.4921294
3491,วงเวียนใหญ่ ตลาดวงเวียนใหญ่,Wongwian Yai,13.72393886,100.492446
3493,ตลาดสำเหร่(ซอยวัดสุทธาราม),Samre Market,13.71278052,100.4886039
3494,ซอยเอกชัย 3,Ekkachai Soi 3,13.69833884,100.4598036
3496,ตรงข้ามวัดบางประทุนนอก,Opposite Bang Prathun Temple outside,13.69474407,100.4568267
3498,ซอยเอกชัย 37,Ekkachai Soi 37,13.68672485,100.4487371
3499,วัดสิงห์,Lion Temple,13.68531504,100.4462858
3500,ซอยเอกชัย 59,Soi Ekachai 59,13.68118404,100.4388664
3502,บิ๊กซีบางบอน,Big C Bang Bon,13.67905601,100.4351375
3503,ซอยเอกชัย 83,Soi Ekachai 83,13.67602955,100.429853
3506,หมู่บ้านรอยัลซิตี้,Royal City Village,13.67028329,100.4189334
3508,ไปรษณีย์บางบอน,Bang Bon Post Office,13.66693922,100.413075
3509,ซอยเอกชัย 93,Soi Ekachai 93,13.66480768,100.4091929
3513,กรุงธนบุรีตำรวจภูธรตำบลสำโรงเหนือเรือนจำ(ผู้หญิง),Police Station Samrong,13.64785558,100.3838516
3514,สน.บางบอน,Bang Bon Police Station,13.64625147,100.3817837
3515,ตลาดบางบอน 5,Bang Bon Market 5,13.639217,100.3730366
3518,ตรงข้ามสวนจงสถิตย์ปาร์ค,Chong Sathit Park (Opposite),13.62326594,100.354179
3519,ตรงข้ามวัดโพธิ์แจ้,Wat Phochae (Opposite),13.62097217,100.3515294
3520,คอกกระบือ,Khok Krabue,13.60047298,100.3364303
3522,โรงเรียนวัดราษฎร์รังสรรค์,Wat Ratrangsan School,13.59261807,100.3293473
3524,หมู่บ้านเบญจทรัพย์นคร,Benjasap Nakhon Village,13.56835835,100.3009778
3525,มหาชัยคอนโด(ขาออก),Mahachai Condominium,13.55797729,100.2899571
3526,ตรงข้ามโรงพยาบาลสมุทรสาคร,Opposite Samut Sakhon Hospital,13.55062094,100.279292
3527,มหาชัย,Mahachai,13.55012521,100.2765962
3528,ยูเนี่ยนมอลล์,Union Mall,13.81195609,100.5633286
3529,ตรงข้ามสงวนซาวต์ออโต้แคร์,Sanguan Sound Auto Care,13.81098202,100.5651192
3530,บิ๊กซีลาดพร้าว,ฺBig C Lat Phrao,13.80912746,100.5683411
3531,ป้ายรถประจำทาง ลาดพร้าว ซอย 20 2,"Lat Phrao bus stop, Soi 20 2",13.80819293,100.570097
3533,ซอยลาดพร้าว 25,Soi Lat Phrao 25,13.80411981,100.5773994
3534,สถานีดับเพลิงลาดพร้าว,Lat Phrao Fire Station,13.80277526,100.5797941
3535,ซอยลาดพร้าว 35,Lat Phrao Soi 35,13.80174521,100.5816317
3536,ซอยภาวนาลาดพร้าว 41,Soi Phawana,13.80063179,100.583596
3537,ซอยลาดพร้าว 41/1,Lat Phrao Soi 41/1,13.80013575,100.5844795
3538,ตรงข้ามโรงเรียนพิบูลย์อุปถัมภ์,Phibool Uppatham School (Opposite),13.79799291,100.588323
3539,ตลาดสะพาน 2,Bridge Market 2,13.796036,100.5918101
3540,สถานีตำรวจโชคชัย,Plice Station Chokchai,13.79536761,100.5929803
3541,โชคชัย 4,Chok Chai 4,13.79416452,100.5951016
3542,ตลาดโชคชัย 4,Chokchai Market 4,13.79287959,100.5974092
3543,ซอยลาดพร้าว 57,Soi Lat Phrao 57,13.7912172,100.6004682
3544,ไปรษณีย์ลาดพร้าว,Post Office Lat Phrao,13.7899081,100.6028172
3545,ซอยลาดพร้าว 67 ตรงข้ามซอยลาดพร้าว 80,Lat Phrao Soi 67,13.78880789,100.6047517
3546,ตรงข้ามแกรนด์วิลเลจ,Grand village,13.7877883,100.6065532
3547,ซอยลาดพร้าว 79 ตรงข้ามแมงป่อง,Lat Phrao Soi 79,13.78552754,100.610583
3548,บิ๊กซีลาดพร้าว,Big C Ladprao,13.78452057,100.6124352
3549,สำนักงานเขตวังทองหลาง,Wangthonglang District,13.78297423,100.6152042
3550,ซอยลาดพร้าว 89,Soi Lat Phrao 89,13.78082195,100.6190115
3551,ซอยลาดพร้าว 93,Lat Phrao Soi 93,13.77997999,100.6205107
3552,ฟู้ดแลนด์,Food Land,13.77883287,100.6225746
3553,โรงพยาบาลลาดพร้าว,Lat Phrao Hospital,13.77830927,100.6235514
3554,ลาดพร้าว 97,Lat Phrao 97,13.77730893,100.625315
3555,ลาดพร้าว 99,Lat Phrao 99,13.77606404,100.6275536
3556,ซอยลาดพร้าว 101/2,Soi Lat Phrao 101/2,13.77385233,100.6315024
3557,ซอยลาดพร้าว 101/2,Soi Lat Phrao 101/2,13.77234748,100.6341883
